Account ID,Account Name,Address,Total Sales,Date Created,Date Last Quoted,Primary Rep Name
0000428287,Hewitt Home Heating,"23 Dumont Rd  Far Hills, NJ 07931-2814",$494.30,05/20/2025,,Jeffrey Sestilio
0000427969,Boston Gun & Rifle Assoc LLC,"1483 Dorchester Ave  Dorchester, MA 02122-1330",$493.65,05/02/2025,,N/A
0000428209,Big Brand Tire and Service,"17434 N Cave Creek Rd  Phoenix, AZ 85032-1813",$480.00,05/15/2025,,Scott Burrows
0000428189,Mr Comfort HVAC - VaBeach,"1253 Jensen Dr
Ste 102  Virginia Beach, VA 23451-5887",$468.31,05/15/2025,05/15/2025,Kurt Holsopple
0000428111,"CESSNA - ORLANDO, FL","4134 Bear Rd  Orlando, FL 32827-5002",$464.25,05/12/2025,,Rick Stolzman
0000428419,West Memphis Utiliy safety,"604 East Cooper  West Memphis, AR 72301",$454.40,05/29/2025,,Cameron Starkey
0000428053,Kaeser Compressors,"6935 Appling Farms  Parkway -Suite 105  Memphis, TN 38133",$445.00,05/08/2025,,Timothy Kline
0000428279,Commercial Vehicle Solutions,"501 Windsor Stl  York, PA 17403",$445.00,05/20/2025,,Mark Dobbeck
0000428013,Cooper Farms-East Mills,"2351 Wabash Rd  Fort Recovery, OH 45846-9586",$445.00,05/07/2025,,David Chance
0000428186,OFF SHORE MARINE,"357 US-206  Branchville, NJ 07826",$437.84,05/14/2025,06/04/2025,Amanda Diaz
0000428375,"Million Air ""Maintenance","8703 Telephone Rd  Houston, TX 77061-4728",$430.00,05/27/2025,05/27/2025,Brandon Maddox
0000428349,Park Rangers-Cypress,"11803 Grant Rd
Ste  208  Cypress, TX 77429-4079",$419.52,05/22/2025,,N/A
0000428320,BEG RESOURCES,"1450 N 1750 W  Springville, UT 84663-4902",$407.88,05/21/2025,,Travis G. Rasmussen
0000428118,Proteum Machining,"3280 East Hemisphere Loop #198  Tucson, AZ 85706",$406.01,05/12/2025,,Pete Sisti
0000428200,M&M Custom & Marine LLC,"W8288 County Road Z  Onalaska, WI 54650-1700",$400.24,05/15/2025,,Tom Weeks
0000428102,FEMA COMPONENT,"555 Washington St  Otsego, MI 49078-1243",$397.60,05/12/2025,,Aaron K Shank
0000428072,Enterprise Rent A Car Co Of Boston,"1001 Westbrook St  Portland, ME 04102",$396.00,05/09/2025,,Shaun Lewis
0000428258,Nuss truck & Equipment,"330 S Interstate Dr  Sikeston, MO 63801-8643",$390.60,05/19/2025,06/02/2025,Thomas Schmidt
0000428006,"2KG Contractors, Inc.","4917 Ne 185Th Dr  Portland, OR 97230-6830",$382.00,05/06/2025,05/07/2025,Brad Soderquist
0000428424,"CLERAC,LLC","25080 Lakeland Blvd  Euclid, OH 44132",$368.08,05/29/2025,,Kelly Steinfurth
0000428113,TECH UNIVERSAL AUTO,"1837 N Mannheim Rd  Stone Park, IL 60165-1019",$360.00,05/12/2025,,Matt Butchko
0000428041,524 HUNT SALES,"1109 Fall Br  Branchland, WV 25506-6783",$350.37,05/08/2025,,David N. Unger
0000428265,Denver Onsite,"4990 Monaco St  Commerce City, CO 80022-4610",$350.08,05/19/2025,,David N. Unger
0000428077,VAMC POPLAR BLUFF - AvMedical,"1500 N Westwood Blvd  Poplar Bluff, MO 63901-3318",$345.00,05/09/2025,,Scarlett Garcia
0000428017,Twilight Concierge Daycare,"813 Sportsman Drive  Las Vegas, NV 89107",$341.00,05/07/2025,,Alicia Brown
0000428035,Amazon-MDW7,"3031 Crane Pl  Hammond, IN 46323-1105",$332.85,05/07/2025,,Rick Stolzman
0000427951,APCO SUPPLY,"5511 Enterprise Dr  Lansing, MI 48911-4131",$320.16,05/02/2025,,Carol Smith
0000428359,EMS - Baltimore,"1505 Serpentine Rd  Baltimore, MD 21209-2011",$318.94,05/23/2025,,Kurt Holsopple
0000428169,Armstrong  Utilities Inc,"9651 County Road 1  South Point, OH 45680-8438",$312.72,05/14/2025,,Gina Weakland
0000428328,MILLENIA AUTOBODY,"3400 Rio Vista Ave  Orlando, FL 32805-6603",$310.00,05/21/2025,,Robert Boyles
0000427995,Spenro,"2828 Se Loop 820  Fort Worth, TX 76140-1018",$308.40,05/06/2025,,Caroline Rojas
0000428283,BIG MIKES TOWING AND RECOVERY,"556 4Th St Nw  Barberton, OH 44203-1766",$305.00,05/20/2025,,Melissa A Sims
0000427949,MITCHELL INTERNATIONAL AIRPORT,"5800C S Howell Ave  Milwaukee, WI 53207-6603",$290.00,05/02/2025,,Chrissy Chakalis
0000428114,Top Line Tints,"1020 Ne Pine Island rd
Unit 303  Cape Coral, FL 33909",$290.00,05/12/2025,,Joshua Toetenel
0000427931,EVERGREEN FS,"389 E School Rd  Maroa, IL 61756-9012",$289.91,05/01/2025,,Stephen W Danner
0000428040,Solution detail shop supply,"2704 S Grand Ave  Santa Ana, CA 92705-5404",$288.00,05/08/2025,,Joseph Laubie
0000427988,NPS-Big South Fork,"4564 Leatherwood Rd  Oneida, TN 37841-7032",$285.54,05/05/2025,,N/A
0000428171,Montana Veterinary Diagnostic Lab,"1911 W Lincoln St  Bozeman, MT 59718-4132",$285.00,05/14/2025,,Dawn Wheeler
0000427945,Rick Hall Auto Service Inc,"551 Brown Ave  Turtle Creek, PA 15145-1317",$284.25,05/01/2025,,Gina Weakland
0000428203,OST Trucks & Cranes,"2951 N Ventura Avenue  Ventura, CA 93002",$280.00,05/15/2025,,Paul Lee
0000428019,Gulf Stream Bath & Tennis Club,"925 N Ocean Blvd  Delray Beach, FL 33483-7225",$279.96,05/07/2025,,N/A
0000428425,The Diesel Doctor,"17722 67Th Ave Ne
Unit A  Arlington, WA 98223-8554",$279.80,05/29/2025,,Todd Tackett
0000428172,RUSSELL EXCAVATING,"10930 Marlin Rd  Indianapolis, IN 46239-9348",$278.40,05/14/2025,,Craig Wilson
0000428018,Analytical Research Laboratories,"840 Research Pkwy
Ste 546  Oklahoma City, OK 73104-3615",$273.00,05/07/2025,,Chelsea Garcia
0000428316,The Transmission Shop,"13033 Gratiot Ave  Detroit, MI 48205-3405",$269.86,05/21/2025,,Nathaniel Rybski
0000428157,JLL - Amgen SBM Thousand Oaks CA,"999 Rancho Conejo Blvd  Newbury Park, CA 91320-1716",$257.70,05/14/2025,,Rick Stolzman
0000428398,AMENTUM - GOOGLE - FORT WAYNE IN,"6028 Chaddsford Dr  Fort Wayne, IN 46816-1111",$255.44,05/29/2025,,Rick Stolzman
0000428069,WASHINGTON REGIONAL MEDICAL CENTER - CARDINAL,"3215 N Northhills Blvd  Fayetteville, AR 72703-4424",$249.95,05/08/2025,,Isabella Schaeffer
0000428170,Marthaler Collision of Owatonna,"1231 Brady Blvd Nw  Owatonna, MN 55060-5650",$247.00,05/14/2025,,Tom Weeks
0000428067,Vixen Esthetics,"645 Fm 967  Buda, TX 78610-5149",$240.00,05/08/2025,,Joshua Toetenel
0000428371,Doc's Auto Center,"18008 Bothell Everett Hwy  Bothell, WA 98012-6842",$239.85,05/27/2025,,Robert Macginnitie
0000428372,"Automotive, Inc","7534 Ne 175Th St
Ste 3  Kenmore, WA 98028-3471",$239.85,05/27/2025,,Robert Macginnitie
0000428034,"ELRAC,LLC","341 E 233Rd St  Bronx, NY 10470-2202",$236.00,05/07/2025,,Kelly Steinfurth
0000428078,VFW post 7997,"76 Atlantic Ave  Old Orchard Beach, ME 04064-2136",$235.96,05/09/2025,,N/A
0000428281,"Act Technical Services Abilene, Texas","425 Peach St  Abilene, TX 79602-1134",$230.00,05/20/2025,,David John
0000428420,B.C.S. SOIL FERTILITY,"14040 N 3300 East Rd  Arrowsmith, IL 61722-9512",$228.00,05/29/2025,,Stephen W Danner
0000428070,Matt's Marine,"8892 County Road 5231  Royse City, TX 75189",$223.79,05/08/2025,,Sue Swartz
0000428039,City of Charleston Streets & Sidewalks,"2150 Milford St  North Charleston, SC 29405-9418",$220.50,05/08/2025,,Jason White
0000428444,LLENS Crane Service,"333 Ronlee Ln Nw  Olympia, WA 98502-9241",$219.90,05/31/2025,,Robert Macginnitie
0000428423,AEO PowerSports West,"19205 N 83Rd Ave
Ste 108  Peoria, AZ 85382-2805",$219.00,05/29/2025,,Shari Mark
0000428295,AZ Truck Pros,"5720 Nw Grand Ave  Glendale, AZ 85301-3201",$218.00,05/20/2025,,Scott Burrows
0000428322,CBRE - Mars - Columbia - SC,"2018 Anderson Farm Rd  Darlington, SC 29532-7536",$210.76,05/21/2025,,Rick Stolzman
0000428242,Agua Suave car detail supplies,"5301 Cherry Ave  Long Beach, CA 90805-6208",$210.17,05/19/2025,,Joseph Laubie
0000428001,City of Lompoc,"permanently on account to:100 Civic Center PlazaLompoc, CA 93436  Lompoc, CA 93436",$210.00,05/06/2025,,Paul Lee
0000428342,"CBRE - Sanofi - Waltham, MA 225","225 Second Ave  Waltham, MA 02451-1122",$209.92,05/22/2025,,Rick Stolzman
0000428108,University of Minnesota Physicians,"720 Washington Ave Se
Ste 200  Minneapolis, MN 55414-2924",$207.80,05/12/2025,05/12/2025,Brad Soderquist
0000428226,Gas N Wash Oswego CW,"1060 Orchard Rd  Oswego, IL 60543-5013",$207.00,05/16/2025,,David Prasczewicz
0000428333,Biard and Crockett plumbing,"320 E Katella Ave  Orange, CA 92867-4856",$207.00,05/22/2025,,Joseph Laubie
0000428442,Carriage Rebuild,"17331 Bothell Way Ne  Bothell, WA 98011-1903",$206.34,05/30/2025,,Todd Tackett
0000428355,Ace Mechanical OBX,"349 Water Plant Rd  Manteo, NC 27954-9260",$205.00,05/23/2025,,Richard David
0000427998,Reverb Wellness,"692 W. Bagley Rd, Unit B10  Berea, OH 44017",$204.64,05/06/2025,,Patrick Wintucky
0000427961,Port City Collision,"470 Riverside St  Portland, ME 04103-5908",$201.60,05/02/2025,,Shaun Lewis
0000428256,central truck and oil,"1485 Hayes Ave  Long Beach, CA 90813-1153",$201.00,05/19/2025,,Joseph Laubie
0000428415,DC  PLUMBING,"7880 S Sprinkle Rd
Ste A & B  Portage, MI 49002-9015",$200.00,05/29/2025,,Aaron K Shank
0000428244,QR Collision Center,"3044 S Live Oak Dr  Moncks Corner, SC 29461-8722",$200.00,05/19/2025,05/19/2025,Jason White
0000428354,Anacapa Manufacturing,"2910 Norman Strasse Rd
Unit 110  SAN MARCOS, CA 92069",$198.00,05/23/2025,,Paul Lee
0000428443,Take 5 Oil Change - Midlothian R'mond,"9286 Tuxford Rd  North Chesterfield, VA 23236-4611",$196.82,05/31/2025,,Kurt Holsopple
0000428064,TOP NOTCH TANK LINES,"57 S Cambridge Dr  Lemoore, CA 93245-3407",$194.99,05/08/2025,,Dawn Wheeler
0000428271,Over The Top Aviation,"2840 CR15  Cash, AR 72421",$191.00,05/20/2025,,Kelly Steinfurth
0000428105,NASA-VA,"6A Langley Blvd  Hampton, VA 23681-2144",$189.65,05/12/2025,,Andrea Swanson
0000427940,Seatex LLC,"445 Highway 36 N  Rosenberg, TX 77471-8756",$188.97,05/01/2025,,N/A
0000428141,VALNTIN ARROYO,"170 Louis St  Hackensack, NJ 07601-2937",$183.21,05/13/2025,,Chrissy Chakalis
0000428383,The Springs at Veranda Park,"1641 Veranda Park Dr  Medford, OR 97504-5926",$177.81,05/28/2025,,N/A
0000428437,JLL - Oracle - Abilene TX,"518 Cardinal Ln  Abilene, TX 79602-7726",$177.20,05/30/2025,,Rick Stolzman
0000428155,McCarthy Tire - Norfolk,"1370 Ingleside Rd  Norfolk, VA 23502-1916",$176.82,05/14/2025,,Kurt Holsopple
0000428286,DN Roerig,"1227 Lee Ave  Phillipsburg, NJ 08865-4470",$170.00,05/20/2025,,Jeffrey Sestilio
0000428085,Take 5 Oil Change - Staunton,"1302 us-250 east  Staunton, VA 24401",$169.97,05/09/2025,,Kurt Holsopple
0000428291,ON THE SPOT SERVICES,"71 Rocky Hill Rd  North Scituate, RI 02857-1237",$168.00,05/20/2025,,Amanda Diaz
0000428236,KLG,"207 W Main St  Kasson, MN 55944-1458",$160.00,05/16/2025,,Tom Weeks
0000428345,Robert Mier,"626 Justin Ave  Glendale, CA 91201-2327",$159.00,05/22/2025,,Chrissy Chakalis
0000428168,"Armstrong Utilities,  Inc","311 Main St  Hamlin, WV 25523-1413",$156.36,05/14/2025,,Gina Weakland
0000428116,TRU-TONE METAL,"1261 Willoughby Ave  Brooklyn, NY 11237-2904",$156.00,05/12/2025,,Miranda Belles
0000428136,WOOSTER CHURCH OF THE NAZARENE,"  Wooster, OH 44691",$154.79,05/13/2025,,Chrissy Chakalis
0000428052,PIRTEK - Prince George's,"9213 Hampton Overlook  Capitol Heights, MD 20743-3851",$154.25,05/08/2025,,Timothy Kline
0000428293,CONSOLE PLUMBIMG & HEATING,"149 Haines School Rd  Honesdale, PA 18431-4078",$154.00,05/20/2025,,Amanda Diaz
0000428282,Styles Clothing Co. LLC,"5390 Bircher Blvd  Saint Louis, MO 63120-2229",$146.20,05/20/2025,,Keenen Atkinson
0000428311,HLSG - FIS Santa Rosa Beach,"76 Shannon Ln  Santa Rosa Beach, FL 32459-4270",$144.00,05/21/2025,,Jack Levine
0000427939,Mad City Mods,"769 Bend Rd  Waco, KY 40385-9760",$142.25,05/01/2025,05/01/2025,Austin Cummins
0000428044,WASH U MED SCHOOL,"4523 Clayton Ave  Saint Louis, MO 63110-1501",$139.98,05/08/2025,,Chrissy Chakalis
0000427966,"CBRE-Sanofi-Taylor, PA","50 Stauffer Industrial Park  Taylor, PA 18517-9601",$139.50,05/02/2025,,Rick Stolzman
0000427981,Enterprise - Lima,"1610 N. West Street  Lima, OH 45801",$138.00,05/05/2025,,David Chance
0000428257,Gunnels Pest Control,"4924 S Leroy Ave  Springfield, MO 65810-1354",$138.00,05/19/2025,,Charles Smith
0000428126,"Enterprise Leasing Company - Southeast ,LLC","2639 W Palmetto St  Florence, SC 29501",$138.00,05/13/2025,,Kelly Steinfurth
0000428434,CABLE ONE,"102 N 5Th St  Vincennes, IN 47591-2017",$129.90,05/30/2025,,Rex Probert
0000428127,HOYA MOBILE,"23050B Mcauliffe Dr  Robertsdale, AL 36567-3122",$129.90,05/13/2025,,Stephen Baugh
0000428436,"Amentum - Engineering Power Solutions - Ames, IA","1614 Nw 31St St  Ankeny, IA 50023-4104",$128.85,05/30/2025,,Rick Stolzman
0000428284,C & C OIL & BURNER CO,"44 Clauss St  Carteret, NJ 07008-1516",$124.00,05/20/2025,,Amanda Diaz
0000428096,BigDeal Car Care-Wichita,"6335 N Broadway Ave  Park City, KS 67219-1104",$118.92,05/12/2025,,Greg Olson
0000428033,"Enterprise Leasing Company -Southeast,LLC","4568 Charlotte Hwy  Clover, SC 29710-6038",$118.00,05/07/2025,,Kelly Steinfurth
0000428075,Gas N Wash Schoolhouse,"1951 W Laraway Rd  New Lenox, IL 60451-2616",$116.00,05/09/2025,,David Prasczewicz
0000428441,805 Motoring,"4505 Telephone Rd
Ste G  Ventura, CA 93003-5692",$115.00,05/30/2025,,Paul Lee
0000428300,Cresco manufacturing,"1614 N Orangethorpe Way  Anaheim, CA 92801-1227",$112.60,05/20/2025,,Joseph Laubie
0000428337,Forefront Dermatology,"244 Westwood Blvd  Columbus, IN 47201-5687",$110.50,05/22/2025,,N/A
0000427941,Mobile Tune Up Auto Repair,"17807 Kieth Harrow Blvd  Houston, TX 77084-5714",$110.00,05/01/2025,,Brandon Maddox
0000428339,JLL - AMGEN - TAMPA FL,"2202 N West Shore Blvd
Ste 600  Tampa, FL 33607-5747",$110.00,05/22/2025,,Rick Stolzman
0000428356,CBRE-FIDELITY-JACKSONVILLE FL,"4601 Touchton Rd E  Jacksonville, FL 32246-4484",$110.00,05/23/2025,,Rick Stolzman
0000428082,THE IGLOO INC,"1308 N Miller St  Wenatchee, WA 98801-1544",$110.00,05/09/2025,,Michelle Fraser
0000428374,Richard Bell,"804 Naeve Ct  Accokeek, MD 20607-2290",$109.99,05/27/2025,,N/A
0000427953,Oakley Country Club,"410 Belmont St  Watertown, MA 02472-1333",$108.00,05/02/2025,,Miranda Belles
0000428315,Jade Energy,"19 Whitby Pl  Honesdale, PA 18431-5907",$105.00,05/21/2025,,Jeffrey Sestilio
0000427975,PeaceHealth - Sedro-Woolley,"  ,  ",$104.64,05/03/2025,,Mihai Dan
0000428348,SABLE COMMERCIAL GLAZING,"2854 S Redwood Rd
Ste C9  West Valley City, UT 84119-2390",$103.74,05/22/2025,,Travis G. Rasmussen
0000428071,ATS,"10088 Commerce Park Dr  West Chester, OH 45246",$102.00,05/09/2025,,Chris Allen
0000428380,Monadnock Food Co-op,"34 Cypress St  Keene, NH 03431-3723",$100.32,05/28/2025,,Michelle Fraser
0000428120,Prolato Research LLC,"8990 Kirby Dr
Ste 208  Houston, TX 77054-2853",$100.00,05/12/2025,,Chelsea Garcia
0000428324,Redeemer Church,"508 Centerville Tpke N  Chesapeake, VA 23320-3012",$99.99,05/21/2025,,Chrissy Chakalis
0000428404,Joyce Eldering-Barnard,"133 Deodar Dr  Martinez, CA 94553-5539",$99.96,05/29/2025,,N/A
0000428306,RELIABLE ASPHALT CORPORATION,"3741 S Pulaski Rd  Chicago, IL 60623-4927",$95.90,05/20/2025,05/20/2025,Matt Butchko
0000427962,TIM KURTH,"518 State Road 82  Oxford, WI 53952-9567",$95.00,05/02/2025,,Craig Wilson
0000428159,CBRE - Ball Corp - Westminster CO,"9200 W 108Th Cir  Westminster, CO 80021-3691",$90.00,05/14/2025,,Rick Stolzman
0000428112,CBRE-META-CHILCO,"190 Jefferson Dr  Menlo Park, CA 94025-1115",$85.90,05/12/2025,,Rick Stolzman
0000428037,SC JOHNSON WAXDALE WI,"827 College Ave  Racine, WI 53403-1416",$85.90,05/07/2025,,Rick Stolzman
0000428109,"CBRE-Mars-Henderson, NC","845 Commerce Dr  Henderson, NC 27537-7450",$85.90,05/12/2025,,Rick Stolzman
0000428117,Steve's Automotive,"2417 Plainfield Rd  Joliet, IL 60435-1439",$85.00,05/12/2025,,David Prasczewicz
0000428338,Kaeser Compressors,"271 Opportunity St
Ste D  Sacramento, CA 95838-3259",$84.50,05/22/2025,,Timothy Kline
0000428180,Kaeser Compressors,"46771 Fremont Blvd  Fremont, CA 94538",$84.50,05/14/2025,,Timothy Kline
0000428177,Kaeser Compressors,"4255 White Bear Pkwy
Ste 2400  Saint Paul, MN 55110-3390",$84.50,05/14/2025,,Timothy Kline
0000428353,Karen Nunn,"8132 Suffield St  La Palma, CA 90623-1956",$83.88,05/23/2025,,N/A
0000428160,CBRE - MSFT - CHICAGO IL,"2200 Lakewood Blvd  Hoffman Estates, IL 60192-5008",$82.55,05/14/2025,,Rick Stolzman
0000428361,Ruben Ramirez,"3722 Grand Hills Ln  Friendswood, TX 77546-5369",$81.44,05/23/2025,,N/A
0000428047,CBRE-YONDR-ALDIE VA,"41835 Dulles West Blvd  Aldie, VA 20105",$80.00,05/08/2025,,Rick Stolzman
0000428432,Armstrong Utilities Inc,"701 N Pittsburgh St  Connellsville, PA 15425-3224",$78.18,05/30/2025,,Gina Weakland
0000428229,Armstrong Utilities,"101 Cooper St  Rising Sun, MD 21911-1786",$78.18,05/16/2025,,Gina Weakland
0000427987,Lilli Finke,"275 Westwood Cir E  West Palm Beach, FL 33411-4403",$74.99,05/05/2025,,N/A
0000428237,Yenssy Martinez,"**** HAND DELIVER IN HOUSE ORDER ****  Knoxville, TN 37931",$69.99,05/16/2025,,House Regional
0000428234,MILL-MAX MANUFACTURING,"190 Pine Hollow Rd  Oyster Bay, NY 11771-4704",$69.99,05/16/2025,,Chrissy Chakalis
0000427946,Enterprise-EAN Holdings,"17947 Interstate 45 S
Ste 218  Shenandoah, TX 77385-8785",$69.00,05/01/2025,,Kelly Steinfurth
0000428217,Enterprise-EAN Holdings,"4200 E Broad St  Columbus, OH 43213-1216",$69.00,05/15/2025,,Randy Swartz
0000427967,Enterprise Rent A Car Co. of Boston,"869 Portland Rd  Saco, ME 04072-9663",$69.00,05/02/2025,,Kelly Steinfurth
0000428296,Enterprise,"412 Aldrich Ave  Altoona, PA 16602-3208",$69.00,05/20/2025,,Gina Weakland
0000428182,"EAN Holdings C/O Toyota of Katy""","21555 Katy Fwy  Katy, TX 77450",$69.00,05/14/2025,,Brandon Maddox
0000428399,"Enterprise Rent - A - Car Company of Los Angeles,LLC","2230 Pacific Coast Hwy  Lomita, CA 90717-2505",$69.00,05/29/2025,,Kelly Steinfurth
0000428422,ENTERPRISE,"6300 37TH STREET N  Wichita, KS 67220",$69.00,05/29/2025,,Rex Probert
0000428394,ENTERPRISE,"6041 W Kellogg Dr  Wichita, KS 67209-2335",$69.00,05/28/2025,,Rex Probert
0000427954,PA Bankers Association.,"3897 N Front St  Harrisburg, PA 17110-1535",$59.96,05/02/2025,,N/A
0000428314,Enterprise-ELRAC LLC,"265 Route 211 E  Middletown, NY 10940-3107",$59.75,05/21/2025,,Kelly Steinfurth
0000428197,"JLL - MIT - CAMBRIDGE, MA","730 Main St  Cambridge, MA 02139-3658",$59.50,05/15/2025,,Rick Stolzman
0000428036,"Enterprise Leasing Company of Chicago, LLC","930 W. Division St.  CHICAGO, IL 60622",$59.00,05/07/2025,,David Prasczewicz
0000428131,"Enterprise Leasing of Florida , LLC","940 NW 27th Ave  Miami, FL 33125",$59.00,05/13/2025,,Kelly Steinfurth
0000428264,Prime Rides Autohaus,"750 Davy Ln  Wilmington, IL 60481-9233",$58.00,05/19/2025,,David Prasczewicz
